"imdb","trakt_id","watched_at","title","year","slug"
"tt1872181","73293","2018-11-12T19:38:18.000Z","b'The Amazing Spider-Man 2'","2014","the-amazing-spider-man-2-2014"
"tt0117060","793","2018-11-12T19:38:04.000Z","b'Mission: Impossible'","1996","mission-impossible-1996"
"tt1194173","34086","2018-11-12T19:37:58.000Z","b'The Bourne Legacy'","2012","the-bourne-legacy-2012"
"tt0440963","1737","2018-11-12T19:37:56.000Z","b'The Bourne Ultimatum'","2007","the-bourne-ultimatum-2007"
"tt4196776","205219","2018-11-12T19:37:52.000Z","b'Jason Bourne'","2016","jason-bourne-2016"
"tt0253754","164","2018-11-12T19:37:48.000Z","b'Star Trek: Nemesis'","2002","star-trek-nemesis-2002"
"tt0372183","1736","2018-11-12T19:37:45.000Z","b'The Bourne Supremacy'","2004","the-bourne-supremacy-2004"
"tt0121765","1269","2018-11-12T19:37:18.000Z","b'Star Wars: Episode II - Attack of the Clones'","2002","star-wars-episode-ii-attack-of-the-clones-2002"
"tt0121766","1270","2018-11-12T19:37:00.000Z","b'Star Wars: Episode III - Revenge of the Sith'","2005","star-wars-episode-iii-revenge-of-the-sith-2005"
"tt0121765","1269","2018-11-12T19:36:56.000Z","b'Star Wars: Episode II - Attack of the Clones'","2002","star-wars-episode-ii-attack-of-the-clones-2002"
"tt0080684","1266","2018-11-12T19:36:53.000Z","b'The Empire Strikes Back'","1980","the-empire-strikes-back-1980"
"tt0948470","1302","2018-11-12T19:36:34.000Z","b'The Amazing Spider-Man'","2012","the-amazing-spider-man-2012"
"tt0258463","1735","2018-11-12T19:36:32.000Z","b'The Bourne Identity'","2002","the-bourne-identity-2002"
"tt0112864","1029","2018-11-12T19:36:31.000Z","b'Die Hard: With a Vengeance'","1995","die-hard-with-a-vengeance-1995"
"tt0120915","1268","2018-11-12T19:36:30.000Z","b'Star Wars: Episode I - The Phantom Menace'","1999","star-wars-episode-i-the-phantom-menace-1999"
"tt2975590","129583","2018-11-12T19:36:04.000Z","b'Batman v Superman: Dawn of Justice'","2016","batman-v-superman-dawn-of-justice-2016"
"tt0119654","485","2018-11-12T19:36:01.000Z","b'Men in Black'","1997","men-in-black-1997"
"tt0316654","439","2018-11-12T19:35:58.000Z","b'Spider-Man 2'","2004","spider-man-2-2004"
"tt0413300","440","2018-11-12T19:35:50.000Z","b'Spider-Man 3'","2007","spider-man-3-2007"
"tt0462538","28","2018-11-12T19:35:40.000Z","b'The Simpsons Movie'","2007","the-simpsons-movie-2007"
"tt1386697","193079","2018-11-12T19:35:38.000Z","b'Suicide Squad'","2016","suicide-squad-2016"
"tt2798920","220563","2018-11-12T19:35:36.000Z","b'Annihilation'","2018","annihilation-2018"
"tt3371366","216718","2018-11-12T19:35:28.000Z","b'Transformers: The Last Knight'","2017","transformers-the-last-knight-2017"
"tt1825683","181313","2018-11-12T19:35:20.000Z","b'Black Panther'","2018","black-panther-2018"
"tt2179136","119348","2018-11-12T19:35:16.000Z","b'American Sniper'","2014","american-sniper-2014"
"tt0478970","73582","2018-11-12T19:35:10.000Z","b'Ant-Man'","2015","ant-man-2015"
"tt0458339","1170","2018-11-12T19:35:09.000Z","b'Captain America: The First Avenger'","2011","captain-america-the-first-avenger-2011"
"tt0348150","973","2018-11-12T19:35:02.000Z","b'Superman Returns'","2006","superman-returns-2006"
"tt0800080","1155","2018-11-12T19:35:02.000Z","b'The Incredible Hulk'","2008","the-incredible-hulk-2008"
"tt0770828","34507","2018-11-12T19:34:57.000Z","b'Man of Steel'","2013","man-of-steel-2013"
"tt2395427","71938","2018-11-12T19:34:54.000Z","b'Avengers: Age of Ultron'","2015","avengers-age-of-ultron-2015"
"tt0974015","94232","2018-11-12T19:34:51.000Z","b'Justice League'","2017","justice-league-2017"
"tt0103644","4044","2018-11-12T19:34:35.000Z","b'Alien\xc2\xb3'","1992","alien-1992"
"tt0848228","14701","2018-11-12T19:34:30.000Z","b'The Avengers'","2012","the-avengers-2012"
"tt1446714","52036","2018-11-12T19:34:12.000Z","b'Prometheus'","2012","prometheus-2012"
"tt0343818","1406","2018-11-12T19:34:06.000Z","b'I, Robot'","2004","i-robot-2004"
"tt0234215","482","2018-11-12T19:33:49.000Z","b'The Matrix Reloaded'","2003","the-matrix-reloaded-2003"
"tt1340138","65508","2018-11-12T19:33:39.000Z","b'Terminator Genisys'","2015","terminator-genisys-2015"
"tt0242653","483","2018-11-12T19:33:36.000Z","b'The Matrix Revolutions'","2003","the-matrix-revolutions-2003"
"tt0242653","483","2018-11-12T19:33:33.000Z","b'The Matrix Revolutions'","2003","the-matrix-revolutions-2003"
"tt0949731","4251","2018-11-12T19:33:07.000Z","b'The Happening'","2008","the-happening-2008"
"tt0938283","5409","2018-11-12T19:33:06.000Z","b'The Last Airbender'","2010","the-last-airbender-2010"
"tt0217869","5007","2018-11-12T19:33:05.000Z","b'Unbreakable'","2000","unbreakable-2000"
"tt0286106","1805","2018-11-12T19:32:56.000Z","b'Signs'","2002","signs-2002"
"tt2527336","114333","2018-11-12T19:32:12.000Z","b'Star Wars: The Last Jedi'","2017","star-wars-the-last-jedi-2017"
"tt1298650","1244","2018-11-12T19:32:04.000Z","b'Pirates of the Caribbean: On Stranger Tides'","2011","pirates-of-the-caribbean-on-stranger-tides-2011"
"tt1431045","190430","2018-11-12T19:32:01.000Z","b'Deadpool'","2016","deadpool-2016"
"tt1790809","106667","2018-11-12T19:31:43.000Z","b'Pirates of the Caribbean: Dead Men Tell No Tales'","2017","pirates-of-the-caribbean-dead-men-tell-no-tales-2017"
"tt1298650","1244","2018-11-12T19:31:43.000Z","b'Pirates of the Caribbean: On Stranger Tides'","2011","pirates-of-the-caribbean-on-stranger-tides-2011"
"tt0449088","239","2018-11-12T19:31:36.000Z","b""Pirates of the Caribbean: At World's End""","2007","pirates-of-the-caribbean-at-world-s-end-2007"
"tt0383574","31","2018-11-12T19:31:34.000Z","b""Pirates of the Caribbean: Dead Man's Chest""","2006","pirates-of-the-caribbean-dead-man-s-chest-2006"
"tt0499549","12269","2018-11-12T19:31:11.000Z","b'Avatar'","2009","avatar-2009"
"tt0373889","549","2018-11-12T19:30:54.000Z","b'Harry Potter and the Order of the Phoenix'","2007","harry-potter-and-the-order-of-the-phoenix-2007"
"tt0926084","7228","2018-11-12T19:30:50.000Z","b'Harry Potter and the Deathly Hallows: Part 1'","2010","harry-potter-and-the-deathly-hallows-part-1-2010"
"tt0373889","549","2018-11-12T19:30:48.000Z","b'Harry Potter and the Order of the Phoenix'","2007","harry-potter-and-the-order-of-the-phoenix-2007"
"tt0417741","610","2018-11-12T19:30:41.000Z","b'Harry Potter and the Half-Blood Prince'","2009","harry-potter-and-the-half-blood-prince-2009"
"tt0417741","610","2018-11-12T19:30:36.000Z","b'Harry Potter and the Half-Blood Prince'","2009","harry-potter-and-the-half-blood-prince-2009"
"tt0417741","610","2018-11-12T19:30:32.000Z","b'Harry Potter and the Half-Blood Prince'","2009","harry-potter-and-the-half-blood-prince-2009"
"tt0330373","548","2018-11-12T19:30:17.000Z","b'Harry Potter and the Goblet of Fire'","2005","harry-potter-and-the-goblet-of-fire-2005"
"tt2975578","145659","2018-11-12T19:29:55.000Z","b'The Purge: Anarchy'","2014","the-purge-anarchy-2014"
"tt0796366","7935","2018-11-12T19:29:49.000Z","b'Star Trek'","2009","star-trek-2009"
"tt6133466","288355","2018-11-12T19:29:44.000Z","b'The First Purge'","2018","the-first-purge-2018"
"tt2184339","102526","2018-11-12T19:29:43.000Z","b'The Purge'","2013","the-purge-2013"
"tt4094724","197608","2018-11-12T19:29:40.000Z","b'The Purge: Election Year'","2016","the-purge-election-year-2016"
"tt6133466","288355","2018-11-12T19:29:32.000Z","b'The First Purge'","2018","the-first-purge-2018"
"tt0241527","545","2018-11-12T19:29:16.000Z","b""Harry Potter and the Philosopher's Stone""","2001","harry-potter-and-the-philosopher-s-stone-2001"
"tt5463162","226108","2018-11-12T19:29:15.000Z","b'Deadpool 2'","2018","deadpool-2-2018"
"tt0304141","547","2018-11-12T19:29:13.000Z","b'Harry Potter and the Prisoner of Azkaban'","2004","harry-potter-and-the-prisoner-of-azkaban-2004"
"tt0295297","546","2018-11-12T19:29:10.000Z","b'Harry Potter and the Chamber of Secrets'","2002","harry-potter-and-the-chamber-of-secrets-2002"
"tt4881806","222216","2018-11-12T19:29:01.000Z","b'Jurassic World: Fallen Kingdom'","2018","jurassic-world-fallen-kingdom-2018"
"tt5095030","223262","2018-11-12T19:28:49.000Z","b'Ant-Man and the Wasp'","2018","ant-man-and-the-wasp-2018"
"tt3183660","158661","2018-11-12T19:28:38.000Z","b'Fantastic Beasts and Where to Find Them'","2016","fantastic-beasts-and-where-to-find-them-2016"
"tt3450958","178749","2018-11-12T15:50:42.000Z","b'War for the Planet of the Apes'","2017","war-for-the-planet-of-the-apes-2017"
"tt2250912","196213","2018-11-12T15:50:19.000Z","b'Spider-Man: Homecoming'","2017","spider-man-homecoming-2017"
"tt1049413","8476","2018-11-12T15:50:11.000Z","b'Up'","2009","up-2009"
"tt1454468","34093","2018-11-12T15:50:02.000Z","b'Gravity'","2013","gravity-2013"
"tt0451279","192487","2018-11-12T15:49:26.000Z","b'Wonder Woman'","2017","wonder-woman-2017"
"tt1259521","13937","2018-11-12T15:49:02.000Z","b'The Cabin in the Woods'","2012","the-cabin-in-the-woods-2012"
"tt0083866","479","2018-11-12T15:48:53.000Z","b'E.T. the Extra-Terrestrial'","1982","e-t-the-extra-terrestrial-1982"
"tt0145487","438","2018-11-12T15:48:42.000Z","b'Spider-Man'","2002","spider-man-2002"
"tt3498820","169105","2018-11-12T15:48:28.000Z","b'Captain America: Civil War'","2016","captain-america-civil-war-2016"
"tt0119177","625","2018-11-12T15:48:06.000Z","b'Gattaca'","1997","gattaca-1997"
"tt0092991","608","2018-11-12T15:47:48.000Z","b'Evil Dead II'","1987","evil-dead-ii-1987"
"tt0087332","496","2018-11-12T15:47:45.000Z","b'Ghostbusters'","1984","ghostbusters-1984"
"tt0378194","313","2018-11-12T15:47:32.000Z","b'Kill Bill: Vol. 2'","2004","kill-bill-vol-2-2004"
"tt0120363","706","2018-11-12T15:47:24.000Z","b'Toy Story 2'","1999","toy-story-2-1999"
"tt0070047","4830","2018-11-12T15:47:17.000Z","b'The Exorcist'","1973","the-exorcist-1973"
"tt0240772","126","2018-11-12T15:46:20.000Z","b""Ocean's Eleven""","2001","ocean-s-eleven-2001"
"tt2488496","94024","2018-11-12T15:46:18.000Z","b'Star Wars: The Force Awakens'","2015","star-wars-the-force-awakens-2015"
"tt0942385","3907","2018-11-12T15:46:04.000Z","b'Tropic Thunder'","2008","tropic-thunder-2008"
"tt3659388","183371","2018-11-12T15:46:00.000Z","b'The Martian'","2015","the-martian-2015"
"tt0446029","13716","2018-11-12T15:45:47.000Z","b'Scott Pilgrim vs. the World'","2010","scott-pilgrim-vs-the-world-2010"
"tt1631867","92230","2018-11-12T15:45:43.000Z","b'Edge of Tomorrow'","2014","edge-of-tomorrow-2014"
"tt0382932","1416","2018-11-12T15:45:40.000Z","b'Ratatouille'","2007","ratatouille-2007"
"tt0144084","898","2018-11-12T15:45:11.000Z","b'American Psycho'","2000","american-psycho-2000"
"tt1136608","10803","2018-11-12T15:45:07.000Z","b'District 9'","2009","district-9-2009"
"tt0172495","67","2018-11-12T15:44:44.000Z","b'Gladiator'","2000","gladiator-2000"
"tt0443706","1320","2018-11-12T15:44:41.000Z","b'Zodiac'","2007","zodiac-2007"
"tt2543164","210803","2018-11-12T15:44:39.000Z","b'Arrival'","2016","arrival-2016"
"tt0365748","592","2018-11-12T15:44:38.000Z","b'Shaun of the Dead'","2004","shaun-of-the-dead-2004"
"tt1798709","99919","2018-11-12T15:44:33.000Z","b'Her'","2013","her-2013"
"tt0780504","46736","2018-11-12T15:44:30.000Z","b'Drive'","2011","drive-2011"
"tt0206634","4965","2018-11-12T15:44:10.000Z","b'Children of Men'","2006","children-of-men-2006"
"tt0470752","163375","2018-11-12T15:43:55.000Z","b'Ex Machina'","2015","ex-machina-2015"
"tt0317705","5065","2018-11-12T15:43:40.000Z","b'The Incredibles'","2004","the-incredibles-2004"
"tt1285016","24279","2018-11-12T15:43:40.000Z","b'The Social Network'","2010","the-social-network-2010"
"tt0114709","705","2018-11-12T15:43:36.000Z","b'Toy Story'","1995","toy-story-1995"
"tt0114369","650","2018-11-12T15:43:30.000Z","b'Se7en'","1995","se7en-1995"
"tt0325980","18","2018-11-12T15:43:08.000Z","b'Pirates of the Caribbean: The Curse of the Black Pearl'","2003","pirates-of-the-caribbean-the-curse-of-the-black-pearl-2003"
"tt2015381","82405","2018-11-12T15:43:02.000Z","b'Guardians of the Galaxy'","2014","guardians-of-the-galaxy-2014"
"tt0113247","324","2018-11-12T15:42:25.000Z","b'La Haine'","1995","la-haine-1995"
"tt0088247","177","2018-11-12T15:42:22.000Z","b'The Terminator'","1984","the-terminator-1984"
"tt3315342","161972","2018-11-12T15:42:20.000Z","b'Logan'","2017","logan-2017"
"tt0198781","464","2018-11-12T15:42:14.000Z","b'Monsters, Inc.'","2001","monsters-inc-2001"
"tt1201607","7229","2018-11-12T15:42:10.000Z","b'Harry Potter and the Deathly Hallows: Part 2'","2011","harry-potter-and-the-deathly-hallows-part-2-2011"
"tt0264464","516","2018-11-12T15:42:07.000Z","b'Catch Me If You Can'","2002","catch-me-if-you-can-2002"
"tt0120382","23734","2018-11-12T15:41:42.000Z","b'The Truman Show'","1998","the-truman-show-1998"
"tt0107290","276","2018-11-12T15:41:29.000Z","b'Jurassic Park'","1993","jurassic-park-1993"
"tt0758758","3373","2018-11-12T15:41:26.000Z","b'Into the Wild'","2007","into-the-wild-2007"
"tt1130884","6422","2018-11-12T15:41:16.000Z","b'Shutter Island'","2010","shutter-island-2010"
"tt0266697","19","2018-11-12T15:41:09.000Z","b'Kill Bill: Vol. 1'","2003","kill-bill-vol-1-2003"
"tt0266543","8","2018-11-12T15:41:06.000Z","b'Finding Nemo'","2003","finding-nemo-2003"
"tt1205489","7759","2018-11-12T15:41:01.000Z","b'Gran Torino'","2008","gran-torino-2008"
"tt0083658","48","2018-11-12T15:40:35.000Z","b'Blade Runner'","1982","blade-runner-1982"
"tt0993846","75735","2018-11-12T15:40:31.000Z","b'The Wolf of Wall Street'","2013","the-wolf-of-wall-street-2013"
"tt0434409","595","2018-11-12T15:40:28.000Z","b'V for Vendetta'","2006","v-for-vendetta-2006"
"tt0268978","358","2018-11-12T15:40:16.000Z","b'A Beautiful Mind'","2001","a-beautiful-mind-2001"
"tt0372784","228","2018-11-12T15:40:03.000Z","b'Batman Begins'","2005","batman-begins-2005"
"tt0095016","443","2018-11-12T15:39:59.000Z","b'Die Hard'","1988","die-hard-1988"
"tt0435761","5407","2018-11-12T15:39:36.000Z","b'Toy Story 3'","2010","toy-story-3-2010"
"tt0361748","10322","2018-11-12T15:39:32.000Z","b'Inglourious Basterds'","2009","inglourious-basterds-2009"
"tt0119217","383","2018-11-12T15:39:30.000Z","b'Good Will Hunting'","1997","good-will-hunting-1997"
"tt0093058","478","2018-11-12T15:39:26.000Z","b'Full Metal Jacket'","1987","full-metal-jacket-1987"
"tt0180093","517","2018-11-12T15:39:00.000Z","b'Requiem for a Dream'","2000","requiem-for-a-dream-2000"
"tt0086190","1267","2018-11-12T15:38:59.000Z","b'Return of the Jedi'","1983","return-of-the-jedi-1983"
"tt1345836","34073","2018-11-12T15:38:50.000Z","b'The Dark Knight Rises'","2012","the-dark-knight-rises-2012"
"tt0910970","5853","2018-11-12T15:38:50.000Z","b'WALL\xc2\xb7E'","2008","wall-e-2008"
"tt0090605","553","2018-11-12T15:38:47.000Z","b'Aliens'","1986","aliens-1986"
"tt1853728","50131","2018-11-12T15:38:39.000Z","b'Django Unchained'","2012","django-unchained-2012"
"tt0081505","566","2018-11-12T15:38:36.000Z","b'The Shining'","1980","the-shining-1980"
"tt4154756","191797","2018-11-12T15:38:30.000Z","b'Avengers: Infinity War'","2018","avengers-infinity-war-2018"
"tt2582802","149047","2018-11-12T15:38:25.000Z","b'Whiplash'","2014","whiplash-2014"
"tt0078748","295","2018-11-12T15:38:19.000Z","b'Alien'","1979","alien-1979"
"tt0209144","47","2018-11-12T15:38:17.000Z","b'Memento'","2000","memento-2000"
"tt0078788","23","2018-11-12T15:38:12.000Z","b'Apocalypse Now'","1979","apocalypse-now-1979"
"tt0482571","851","2018-11-12T15:38:10.000Z","b'The Prestige'","2006","the-prestige-2006"
"tt0088763","74","2018-11-12T15:38:08.000Z","b'Back to the Future'","1985","back-to-the-future-1985"
"tt0103064","236","2018-11-12T15:38:03.000Z","b'Terminator 2: Judgment Day'","1991","terminator-2-judgment-day-1991"
"tt0120586","43","2018-11-12T15:37:47.000Z","b'American History X'","1998","american-history-x-1998"
"tt1675434","57181","2018-11-12T15:37:40.000Z","b'The Intouchables'","2011","the-intouchables-2011"
"tt0816692","102156","2018-11-12T15:37:38.000Z","b'Interstellar'","2014","interstellar-2014"
"tt0120689","390","2018-11-12T15:37:35.000Z","b'The Green Mile'","1999","the-green-mile-1999"
"tt0120815","700","2018-11-12T15:37:31.000Z","b'Saving Private Ryan'","1998","saving-private-ryan-1998"
"tt1375666","16662","2018-11-12T15:37:30.000Z","b'Inception'","2010","inception-2010"
"tt0076759","7","2018-11-12T15:37:24.000Z","b'Star Wars'","1977","star-wars-1977"
"tt0137523","432","2018-11-12T15:37:24.000Z","b'Fight Club'","1999","fight-club-1999"
"tt0133093","481","2018-11-12T15:37:15.000Z","b'The Matrix'","1999","the-matrix-1999"
"tt0109830","9","2018-11-12T15:37:10.000Z","b'Forrest Gump'","1994","forrest-gump-1994"
"tt0110912","554","2018-11-12T15:37:02.000Z","b'Pulp Fiction'","1994","pulp-fiction-1994"
"tt0468569","120","2018-11-12T15:36:58.000Z","b'The Dark Knight'","2008","the-dark-knight-2008"
"tt1213641","277750","2018-11-12T15:36:17.000Z","b'First Man'","2018","first-man-2018"
